taz,tad,county,district,district_name,lat_taz,lon_taz,TAZ,lat_district,lon_district
57,94,Pierce,10,South Pierce,47.23025393,-122.2805516,57,47.12806,-122.108131
58,94,Pierce,10,South Pierce,47.21867522,-122.2819833,58,47.12806,-122.108131
59,94,Pierce,10,South Pierce,47.22758186,-122.3083185,59,47.12806,-122.108131
60,94,Pierce,10,South Pierce,47.20973733,-122.2669889,60,47.12806,-122.108131
61,93,Pierce,8,Tacoma,47.24233802,-122.3917833,61,47.25268,-122.455268
62,93,Pierce,8,Tacoma,47.24506149,-122.3792226,62,47.25268,-122.455268
63,93,Pierce,8,Tacoma,47.24194332,-122.3794756,63,47.25268,-122.455268
64,93,Pierce,8,Tacoma,47.24468425,-122.3649588,64,47.25268,-122.455268
65,93,Pierce,8,Tacoma,47.24178249,-122.3656827,65,47.25268,-122.455268
66,93,Pierce,8,Tacoma,47.25141863,-122.3526937,66,47.25268,-122.455268
67,93,Pierce,8,Tacoma,47.2446915,-122.3472349,67,47.25268,-122.455268
68,93,Pierce,8,Tacoma,47.24218912,-122.3468195,68,47.25268,-122.455268
69,94,Pierce,10,South Pierce,47.2423025,-122.330018,69,47.12806,-122.108131
70,94,Pierce,10,South Pierce,47.23096094,-122.3286335,70,47.12806,-122.108131
71,93,Pierce,8,Tacoma,47.24014366,-122.345532,71,47.25268,-122.455268
72,93,Pierce,8,Tacoma,47.23373068,-122.3415212,72,47.25268,-122.455268
73,93,Pierce,8,Tacoma,47.23596145,-122.351477,73,47.25268,-122.455268
74,93,Pierce,8,Tacoma,47.22945213,-122.3481074,74,47.25268,-122.455268
75,93,Pierce,8,Tacoma,47.23638944,-122.3633815,75,47.25268,-122.455268
76,93,Pierce,8,Tacoma,47.23837193,-122.3810302,76,47.25268,-122.455268
77,93,Pierce,8,Tacoma,47.23185464,-122.3728825,77,47.25268,-122.455268
78,93,Pierce,8,Tacoma,47.22170107,-122.3458285,78,47.25268,-122.455268
79,93,Pierce,8,Tacoma,47.22170107,-122.3458285,79,47.25268,-122.455268
80,94,Pierce,10,South Pierce,47.21705411,-122.3288752,80,47.12806,-122.108131
81,96,Pierce,10,South Pierce,47.23935599,-122.50974,81,47.12806,-122.108131
82,96,Pierce,10,South Pierce,47.24073108,-122.521264,82,47.12806,-122.108131
83,96,Pierce,10,South Pierce,47.23350419,-122.521201,83,47.12806,-122.108131
84,96,Pierce,10,South Pierce,47.23251151,-122.511245,84,47.12806,-122.108131
85,96,Pierce,10,South Pierce,47.2246549,-122.5104367,85,47.12806,-122.108131
86,96,Pierce,10,South Pierce,47.22471835,-122.5210358,86,47.12806,-122.108131
87,96,Pierce,10,South Pierce,47.21740404,-122.5210932,87,47.12806,-122.108131
88,88,Pierce,11,S.Kitsap,47.36127056,-122.6301762,88,47.427932,-122.675388
89,89,Pierce,11,S.Kitsap,47.36267564,-122.6016613,89,47.427932,-122.675388
90,89,Pierce,11,S.Kitsap,47.35283092,-122.6004069,90,47.427932,-122.675388
91,89,Pierce,11,S.Kitsap,47.35283092,-122.6004069,91,47.427932,-122.675388
92,89,Pierce,11,S.Kitsap,47.35283092,-122.6004069,92,47.427932,-122.675388
93,89,Pierce,11,S.Kitsap,47.34211146,-122.5919925,93,47.427932,-122.675388
94,89,Pierce,11,S.Kitsap,47.3330401,-122.5918696,94,47.427932,-122.675388
95,89,Pierce,11,S.Kitsap,47.33937617,-122.6010717,95,47.427932,-122.675388
96,88,Pierce,11,S.Kitsap,47.34175216,-122.6123216,96,47.427932,-122.675388
97,88,Pierce,11,S.Kitsap,47.3229148,-122.6053661,97,47.427932,-122.675388
98,88,Pierce,11,S.Kitsap,47.32199053,-122.5967323,98,47.427932,-122.675388
99,89,Pierce,11,S.Kitsap,47.32714586,-122.5927825,99,47.427932,-122.675388
100,89,Pierce,11,S.Kitsap,47.32816503,-122.5849937,100,47.427932,-122.675388
101,89,Pierce,11,S.Kitsap,47.32575007,-122.5819496,101,47.427932,-122.675388
102,89,Pierce,11,S.Kitsap,47.31999928,-122.5836948,102,47.427932,-122.675388
103,89,Pierce,11,S.Kitsap,47.32073018,-122.5765484,103,47.427932,-122.675388
104,89,Pierce,11,S.Kitsap,47.31207251,-122.5804656,104,47.427932,-122.675388
105,89,Pierce,11,S.Kitsap,47.31170638,-122.5857496,105,47.427932,-122.675388
106,89,Pierce,11,S.Kitsap,47.30077329,-122.5850808,106,47.427932,-122.675388
107,89,Pierce,11,S.Kitsap,47.29631444,-122.573981,107,47.427932,-122.675388
108,100,Pierce,10,South Pierce,47.19422168,-122.5147321,108,47.12806,-122.108131
109,99,Pierce,10,South Pierce,47.19326466,-122.5246243,109,47.12806,-122.108131
110,99,Pierce,10,South Pierce,47.19346692,-122.5392013,110,47.12806,-122.108131
111,99,Pierce,10,South Pierce,47.19377596,-122.5550279,111,47.12806,-122.108131
112,99,Pierce,10,South Pierce,47.18765387,-122.5565652,112,47.12806,-122.108131
113,99,Pierce,10,South Pierce,47.18763457,-122.5693468,113,47.12806,-122.108131
114,99,Pierce,10,South Pierce,47.18009239,-122.5634148,114,47.12806,-122.108131
115,99,Pierce,10,South Pierce,47.18298561,-122.5502583,115,47.12806,-122.108131
116,99,Pierce,10,South Pierce,47.18428708,-122.5423889,116,47.12806,-122.108131
117,99,Pierce,10,South Pierce,47.18428708,-122.5423889,117,47.12806,-122.108131
118,99,Pierce,10,South Pierce,47.18487271,-122.5300952,118,47.12806,-122.108131
119,100,Pierce,10,South Pierce,47.1804404,-122.5221194,119,47.12806,-122.108131
120,100,Pierce,10,South Pierce,47.18272104,-122.5130105,120,47.12806,-122.108131
121,100,Pierce,10,South Pierce,47.18272104,-122.5130105,121,47.12806,-122.108131
122,100,Pierce,10,South Pierce,47.18330979,-122.5026101,122,47.12806,-122.108131
123,100,Pierce,10,South Pierce,47.18450719,-122.4922552,123,47.12806,-122.108131
124,100,Pierce,10,South Pierce,47.18203239,-122.4859885,124,47.12806,-122.108131
125,100,Pierce,10,South Pierce,47.17612805,-122.4755617,125,47.12806,-122.108131
126,100,Pierce,10,South Pierce,47.1673895,-122.47945,126,47.12806,-122.108131
127,100,Pierce,10,South Pierce,47.17138933,-122.4878,127,47.12806,-122.108131
128,100,Pierce,10,South Pierce,47.171829,-122.4994529,128,47.12806,-122.108131
129,100,Pierce,10,South Pierce,47.17144316,-122.5112164,129,47.12806,-122.108131
130,100,Pierce,10,South Pierce,47.1751582,-122.5152641,130,47.12806,-122.108131
131,100,Pierce,10,South Pierce,47.16839439,-122.5166607,131,47.12806,-122.108131
132,100,Pierce,10,South Pierce,47.17353151,-122.5225216,132,47.12806,-122.108131
133,100,Pierce,10,South Pierce,47.16793762,-122.5230331,133,47.12806,-122.108131
134,99,Pierce,10,South Pierce,47.17211518,-122.5325797,134,47.12806,-122.108131
135,99,Pierce,10,South Pierce,47.17270207,-122.5424412,135,47.12806,-122.108131
136,99,Pierce,10,South Pierce,47.17270207,-122.5424412,136,47.12806,-122.108131
137,99,Pierce,10,South Pierce,47.17270207,-122.5424412,137,47.12806,-122.108131
138,99,Pierce,10,South Pierce,47.17317609,-122.5502242,138,47.12806,-122.108131
139,99,Pierce,10,South Pierce,47.17317609,-122.5502242,139,47.12806,-122.108131
140,99,Pierce,10,South Pierce,47.16482042,-122.5545492,140,47.12806,-122.108131
141,99,Pierce,10,South Pierce,47.16482042,-122.5545492,141,47.12806,-122.108131
142,99,Pierce,10,South Pierce,47.17144128,-122.5635987,142,47.12806,-122.108131
143,99,Pierce,10,South Pierce,47.17144128,-122.5635987,143,47.12806,-122.108131
144,99,Pierce,10,South Pierce,47.16221328,-122.5762493,144,47.12806,-122.108131
145,99,Pierce,10,South Pierce,47.15976417,-122.5718794,145,47.12806,-122.108131
146,99,Pierce,10,South Pierce,47.16057588,-122.5668507,146,47.12806,-122.108131
147,99,Pierce,10,South Pierce,47.15956594,-122.5587501,147,47.12806,-122.108131
148,99,Pierce,10,South Pierce,47.15939423,-122.5484588,148,47.12806,-122.108131
149,99,Pierce,10,South Pierce,47.1575995,-122.5367187,149,47.12806,-122.108131
150,99,Pierce,10,South Pierce,47.16295485,-122.5282651,150,47.12806,-122.108131
151,100,Pierce,10,South Pierce,47.16298829,-122.513276,151,47.12806,-122.108131
152,100,Pierce,10,South Pierce,47.15778252,-122.5129088,152,47.12806,-122.108131
153,100,Pierce,10,South Pierce,47.16333009,-122.5002941,153,47.12806,-122.108131
154,100,Pierce,10,South Pierce,47.16225921,-122.4897268,154,47.12806,-122.108131
155,100,Pierce,10,South Pierce,47.15832903,-122.487523,155,47.12806,-122.108131
156,100,Pierce,10,South Pierce,47.15598701,-122.5004005,156,47.12806,-122.108131
157,100,Pierce,10,South Pierce,47.15132011,-122.4997647,157,47.12806,-122.108131
158,100,Pierce,10,South Pierce,47.15251627,-122.5111655,158,47.12806,-122.108131
159,100,Pierce,10,South Pierce,47.14358485,-122.5135639,159,47.12806,-122.108131
160,100,Pierce,10,South Pierce,47.14358485,-122.5135639,160,47.12806,-122.108131
161,100,Pierce,10,South Pierce,47.14698335,-122.519425,161,47.12806,-122.108131
162,100,Pierce,10,South Pierce,47.14698335,-122.519425,162,47.12806,-122.108131
163,99,Pierce,10,South Pierce,47.14786694,-122.5306019,163,47.12806,-122.108131
164,99,Pierce,10,South Pierce,47.15190693,-122.5462117,164,47.12806,-122.108131
165,99,Pierce,10,South Pierce,47.14676767,-122.5449498,165,47.12806,-122.108131
166,99,Pierce,10,South Pierce,47.13662547,-122.5400179,166,47.12806,-122.108131
167,99,Pierce,10,South Pierce,47.13662547,-122.5400179,167,47.12806,-122.108131
168,105,Pierce,10,South Pierce,47.12569549,-122.5517831,168,47.12806,-122.108131
169,105,Pierce,10,South Pierce,47.12107046,-122.5618407,169,47.12806,-122.108131
170,99,Pierce,10,South Pierce,47.15223365,-122.5546826,170,47.12806,-122.108131
171,99,Pierce,10,South Pierce,47.14671818,-122.5555704,171,47.12806,-122.108131
172,99,Pierce,10,South Pierce,47.14213927,-122.5552262,172,47.12806,-122.108131
173,99,Pierce,10,South Pierce,47.15257797,-122.5634754,173,47.12806,-122.108131
174,99,Pierce,10,South Pierce,47.14547028,-122.5664903,174,47.12806,-122.108131
175,99,Pierce,10,South Pierce,47.14372317,-122.5624195,175,47.12806,-122.108131
176,99,Pierce,10,South Pierce,47.15400748,-122.5708246,176,47.12806,-122.108131
177,99,Pierce,10,South Pierce,47.15182253,-122.5738477,177,47.12806,-122.108131
178,101,Pierce,10,South Pierce,47.16442,-122.472601,178,47.12806,-122.108131
179,100,Pierce,10,South Pierce,47.1436133,-122.5030336,179,47.12806,-122.108131
180,100,Pierce,10,South Pierce,47.1436133,-122.5030336,180,47.12806,-122.108131
181,105,Pierce,10,South Pierce,47.12305681,-122.5308418,181,47.12806,-122.108131
182,94,Pierce,10,South Pierce,47.25386118,-122.3341655,182,47.12806,-122.108131
183,94,Pierce,10,South Pierce,47.25414223,-122.3297128,183,47.12806,-122.108131
184,94,Pierce,10,South Pierce,47.25235863,-122.3210031,184,47.12806,-122.108131
185,94,Pierce,10,South Pierce,47.24515908,-122.3183612,185,47.12806,-122.108131
186,94,Pierce,10,South Pierce,47.24111243,-122.3209468,186,47.12806,-122.108131
187,94,Pierce,10,South Pierce,47.25355522,-122.3094584,187,47.12806,-122.108131
188,94,Pierce,10,South Pierce,47.24638241,-122.3094976,188,47.12806,-122.108131
189,94,Pierce,10,South Pierce,47.25364138,-122.2990421,189,47.12806,-122.108131
190,94,Pierce,10,South Pierce,47.24640761,-122.2991411,190,47.12806,-122.108131
191,111,Pierce,10,South Pierce,47.10318938,-122.2264973,191,47.12806,-122.108131
192,111,Pierce,10,South Pierce,47.10318938,-122.2264973,192,47.12806,-122.108131
193,111,Pierce,10,South Pierce,47.10884189,-122.2024693,193,47.12806,-122.108131
194,111,Pierce,10,South Pierce,47.10884189,-122.2024693,194,47.12806,-122.108131
195,111,Pierce,10,South Pierce,47.10884189,-122.2024693,195,47.12806,-122.108131
196,111,Pierce,10,South Pierce,47.10884189,-122.2024693,196,47.12806,-122.108131
197,111,Pierce,10,South Pierce,47.08439466,-122.2062556,197,47.12806,-122.108131
198,94,Pierce,10,South Pierce,47.25391525,-122.2534944,198,47.12806,-122.108131
199,94,Pierce,10,South Pierce,47.24672204,-122.252505,199,47.12806,-122.108131
200,94,Pierce,10,South Pierce,47.25414573,-122.2455712,200,47.12806,-122.108131
201,94,Pierce,10,South Pierce,47.2456765,-122.2439795,201,47.12806,-122.108131
202,94,Pierce,10,South Pierce,47.21014659,-122.3103541,202,47.12806,-122.108131
203,94,Pierce,10,South Pierce,47.21171554,-122.3005598,203,47.12806,-122.108131
204,94,Pierce,10,South Pierce,47.20735334,-122.2887867,204,47.12806,-122.108131
205,104,Pierce,10,South Pierce,47.19464438,-122.2644332,205,47.12806,-122.108131
206,94,Pierce,10,South Pierce,47.19830442,-122.291061,206,47.12806,-122.108131
207,94,Pierce,10,South Pierce,47.19830442,-122.291061,207,47.12806,-122.108131
208,94,Pierce,10,South Pierce,47.19830442,-122.291061,208,47.12806,-122.108131
209,94,Pierce,10,South Pierce,47.19386985,-122.2883143,209,47.12806,-122.108131
210,94,Pierce,10,South Pierce,47.1913181,-122.2888785,210,47.12806,-122.108131
211,94,Pierce,10,South Pierce,47.20164892,-122.3006398,211,47.12806,-122.108131
212,94,Pierce,10,South Pierce,47.20164892,-122.3006398,212,47.12806,-122.108131
213,94,Pierce,10,South Pierce,47.19628516,-122.2961208,213,47.12806,-122.108131
214,94,Pierce,10,South Pierce,47.19628516,-122.2961208,214,47.12806,-122.108131
215,94,Pierce,10,South Pierce,47.19628516,-122.2961208,215,47.12806,-122.108131
216,94,Pierce,10,South Pierce,47.19628516,-122.2961208,216,47.12806,-122.108131
217,94,Pierce,10,South Pierce,47.19188577,-122.2964999,217,47.12806,-122.108131
218,94,Pierce,10,South Pierce,47.19841182,-122.306435,218,47.12806,-122.108131
219,94,Pierce,10,South Pierce,47.19841182,-122.306435,219,47.12806,-122.108131
220,94,Pierce,10,South Pierce,47.19841182,-122.306435,220,47.12806,-122.108131
221,94,Pierce,10,South Pierce,47.19841182,-122.306435,221,47.12806,-122.108131
222,94,Pierce,10,South Pierce,47.19841182,-122.306435,222,47.12806,-122.108131
223,94,Pierce,10,South Pierce,47.19841182,-122.306435,223,47.12806,-122.108131
224,94,Pierce,10,South Pierce,47.19841182,-122.306435,224,47.12806,-122.108131
225,94,Pierce,10,South Pierce,47.19841182,-122.306435,225,47.12806,-122.108131
226,94,Pierce,10,South Pierce,47.1924347,-122.3047029,226,47.12806,-122.108131
227,94,Pierce,10,South Pierce,47.1924347,-122.3047029,227,47.12806,-122.108131
228,94,Pierce,10,South Pierce,47.20213417,-122.3216029,228,47.12806,-122.108131
229,94,Pierce,10,South Pierce,47.20213417,-122.3216029,229,47.12806,-122.108131
230,94,Pierce,10,South Pierce,47.19441938,-122.3208795,230,47.12806,-122.108131
231,94,Pierce,10,South Pierce,47.19441938,-122.3208795,231,47.12806,-122.108131
232,94,Pierce,10,South Pierce,47.20540941,-122.3356863,232,47.12806,-122.108131
233,103,Pierce,10,South Pierce,47.19580999,-122.3373554,233,47.12806,-122.108131
234,103,Pierce,10,South Pierce,47.1861325,-122.3425812,234,47.12806,-122.108131
235,94,Pierce,10,South Pierce,47.1769798,-122.3181187,235,47.12806,-122.108131
236,94,Pierce,10,South Pierce,47.1769798,-122.3181187,236,47.12806,-122.108131
237,94,Pierce,10,South Pierce,47.1769798,-122.3181187,237,47.12806,-122.108131
238,94,Pierce,10,South Pierce,47.18495565,-122.3097774,238,47.12806,-122.108131
239,94,Pierce,10,South Pierce,47.18495565,-122.3097774,239,47.12806,-122.108131
240,94,Pierce,10,South Pierce,47.18495565,-122.3097774,240,47.12806,-122.108131
241,94,Pierce,10,South Pierce,47.18495565,-122.3097774,241,47.12806,-122.108131
242,94,Pierce,10,South Pierce,47.18495565,-122.3097774,242,47.12806,-122.108131
243,94,Pierce,10,South Pierce,47.18315447,-122.2975924,243,47.12806,-122.108131
244,94,Pierce,10,South Pierce,47.18315447,-122.2975924,244,47.12806,-122.108131
245,94,Pierce,10,South Pierce,47.17356213,-122.3005465,245,47.12806,-122.108131
246,94,Pierce,10,South Pierce,47.18827855,-122.2884514,246,47.12806,-122.108131
247,94,Pierce,10,South Pierce,47.18347523,-122.2887602,247,47.12806,-122.108131
248,104,Pierce,10,South Pierce,47.17560987,-122.2822606,248,47.12806,-122.108131
249,104,Pierce,10,South Pierce,47.17560987,-122.2822606,249,47.12806,-122.108131
250,104,Pierce,10,South Pierce,47.1850347,-122.2753011,250,47.12806,-122.108131
251,104,Pierce,10,South Pierce,47.1850347,-122.2753011,251,47.12806,-122.108131
252,104,Pierce,10,South Pierce,47.19018577,-122.268118,252,47.12806,-122.108131
253,104,Pierce,10,South Pierce,47.17711228,-122.2618219,253,47.12806,-122.108131
254,104,Pierce,10,South Pierce,47.18725793,-122.2454872,254,47.12806,-122.108131
255,104,Pierce,10,South Pierce,47.17106388,-122.2446608,255,47.12806,-122.108131
256,104,Pierce,10,South Pierce,47.17106388,-122.2446608,256,47.12806,-122.108131
257,104,Pierce,10,South Pierce,47.17106388,-122.2446608,257,47.12806,-122.108131
258,104,Pierce,10,South Pierce,47.17106388,-122.2446608,258,47.12806,-122.108131
259,104,Pierce,10,South Pierce,47.16282795,-122.2629467,259,47.12806,-122.108131
260,104,Pierce,10,South Pierce,47.16282795,-122.2629467,260,47.12806,-122.108131
261,104,Pierce,10,South Pierce,47.16282795,-122.2629467,261,47.12806,-122.108131
262,104,Pierce,10,South Pierce,47.16183054,-122.2783145,262,47.12806,-122.108131
263,104,Pierce,10,South Pierce,47.16183054,-122.2783145,263,47.12806,-122.108131
264,104,Pierce,10,South Pierce,47.16183054,-122.2783145,264,47.12806,-122.108131
265,104,Pierce,10,South Pierce,47.16183054,-122.2783145,265,47.12806,-122.108131
266,104,Pierce,10,South Pierce,47.16183054,-122.2783145,266,47.12806,-122.108131
267,104,Pierce,10,South Pierce,47.16422493,-122.2912789,267,47.12806,-122.108131
268,104,Pierce,10,South Pierce,47.16422493,-122.2912789,268,47.12806,-122.108131
269,104,Pierce,10,South Pierce,47.16422493,-122.2912789,269,47.12806,-122.108131
270,103,Pierce,10,South Pierce,47.16484427,-122.3006483,270,47.12806,-122.108131
271,103,Pierce,10,South Pierce,47.16484427,-122.3006483,271,47.12806,-122.108131
272,103,Pierce,10,South Pierce,47.15755071,-122.2981542,272,47.12806,-122.108131
273,103,Pierce,10,South Pierce,47.16433674,-122.3162871,273,47.12806,-122.108131
274,103,Pierce,10,South Pierce,47.16433674,-122.3162871,274,47.12806,-122.108131
275,103,Pierce,10,South Pierce,47.16433674,-122.3162871,275,47.12806,-122.108131
276,103,Pierce,10,South Pierce,47.16433674,-122.3162871,276,47.12806,-122.108131
277,103,Pierce,10,South Pierce,47.16433674,-122.3162871,277,47.12806,-122.108131
278,103,Pierce,10,South Pierce,47.16433674,-122.3162871,278,47.12806,-122.108131
279,103,Pierce,10,South Pierce,47.15683411,-122.3156443,279,47.12806,-122.108131
280,103,Pierce,10,South Pierce,47.14753955,-122.2984778,280,47.12806,-122.108131
281,103,Pierce,10,South Pierce,47.14753955,-122.2984778,281,47.12806,-122.108131
282,104,Pierce,10,South Pierce,47.15058303,-122.2756375,282,47.12806,-122.108131
283,104,Pierce,10,South Pierce,47.15058303,-122.2756375,283,47.12806,-122.108131
284,104,Pierce,10,South Pierce,47.15058303,-122.2756375,284,47.12806,-122.108131
285,104,Pierce,10,South Pierce,47.15058303,-122.2756375,285,47.12806,-122.108131
286,104,Pierce,10,South Pierce,47.15058303,-122.2756375,286,47.12806,-122.108131
287,104,Pierce,10,South Pierce,47.15058303,-122.2756375,287,47.12806,-122.108131
288,104,Pierce,10,South Pierce,47.15058303,-122.2756375,288,47.12806,-122.108131
289,90,Pierce,8,Tacoma,47.2982273,-122.5103087,289,47.25268,-122.455268
290,111,Pierce,10,South Pierce,47.11470048,-122.1123346,290,47.12806,-122.108131
291,99,Pierce,10,South Pierce,47.17981467,-122.5838737,291,47.12806,-122.108131
292,99,Pierce,10,South Pierce,47.1730729,-122.5786496,292,47.12806,-122.108131
293,99,Pierce,10,South Pierce,47.17354114,-122.5879512,293,47.12806,-122.108131
294,99,Pierce,10,South Pierce,47.17251881,-122.599572,294,47.12806,-122.108131
295,99,Pierce,10,South Pierce,47.16966425,-122.5992887,295,47.12806,-122.108131
296,99,Pierce,10,South Pierce,47.16371676,-122.6088387,296,47.12806,-122.108131
297,99,Pierce,10,South Pierce,47.1643847,-122.5956017,297,47.12806,-122.108131
298,99,Pierce,10,South Pierce,47.16718377,-122.5877097,298,47.12806,-122.108131
299,99,Pierce,10,South Pierce,47.16647661,-122.5809183,299,47.12806,-122.108131
300,94,Pierce,10,South Pierce,47.23927017,-122.2416013,300,47.12806,-122.108131
301,94,Pierce,10,South Pierce,47.25359274,-122.2358512,301,47.12806,-122.108131
302,94,Pierce,10,South Pierce,47.24496759,-122.2337257,302,47.12806,-122.108131
303,94,Pierce,10,South Pierce,47.22914769,-122.22962,303,47.12806,-122.108131
304,94,Pierce,10,South Pierce,47.22573796,-122.2421668,304,47.12806,-122.108131
305,94,Pierce,10,South Pierce,47.22573796,-122.2421668,305,47.12806,-122.108131
306,94,Pierce,10,South Pierce,47.22262147,-122.2510123,306,47.12806,-122.108131
307,94,Pierce,10,South Pierce,47.22262147,-122.2510123,307,47.12806,-122.108131
308,94,Pierce,10,South Pierce,47.20102774,-122.2502966,308,47.12806,-122.108131
309,94,Pierce,10,South Pierce,47.21191937,-122.2361791,309,47.12806,-122.108131
310,94,Pierce,10,South Pierce,47.21191937,-122.2361791,310,47.12806,-122.108131
311,94,Pierce,10,South Pierce,47.2062062,-122.2341775,311,47.12806,-122.108131
312,94,Pierce,10,South Pierce,47.20795918,-122.2215217,312,47.12806,-122.108131
313,94,Pierce,10,South Pierce,47.20795918,-122.2215217,313,47.12806,-122.108131
314,95,Pierce,10,South Pierce,47.2035061,-122.2010808,314,47.12806,-122.108131
315,94,Pierce,10,South Pierce,47.19891495,-122.2202519,315,47.12806,-122.108131
316,94,Pierce,10,South Pierce,47.19891495,-122.2202519,316,47.12806,-122.108131
317,94,Pierce,10,South Pierce,47.19806745,-122.2373822,317,47.12806,-122.108131
318,94,Pierce,10,South Pierce,47.19806745,-122.2373822,318,47.12806,-122.108131
319,94,Pierce,10,South Pierce,47.19051064,-122.2366035,319,47.12806,-122.108131
320,111,Pierce,10,South Pierce,47.1832065,-122.2193781,320,47.12806,-122.108131
321,95,Pierce,10,South Pierce,47.18284903,-122.2032764,321,47.12806,-122.108131
322,93,Pierce,8,Tacoma,47.28312824,-122.4086652,322,47.25268,-122.455268
323,93,Pierce,8,Tacoma,47.2688425,-122.3748605,323,47.25268,-122.455268
